Cells_AreaShape_FormFactor,Cells_Correlation_K_ER_DNA,Cells_Correlation_K_RNA_DNA,Cells_Intensity_MaxIntensityEdge_ER,Cells_Intensity_MaxIntensityEdge_Mito,Cells_Intensity_MaxIntensityEdge_RNA,Cells_Intensity_StdIntensityEdge_AGP,Cells_Intensity_UpperQuartileIntensity_ER,Cells_RadialDistribution_RadialCV_AGP_4of4,Cells_Texture_DifferenceVariance_AGP_10_0,Cells_Texture_Gabor_RNA_5,Cells_Texture_SumEntropy_Mito_10_0,Cells_Texture_SumVariance_ER_10_0,Cytoplasm_AreaShape_Compactness,Cytoplasm_AreaShape_FormFactor,Cytoplasm_AreaShape_MajorAxisLength,Cytoplasm_AreaShape_Solidity,Cytoplasm_AreaShape_Zernike_0_0,Cytoplasm_AreaShape_Zernike_2_0,Cytoplasm_Correlation_Correlation_ER_RNA,Cytoplasm_Correlation_Overlap_DNA_AGP,Cytoplasm_Intensity_LowerQuartileIntensity_ER,Cytoplasm_Intensity_MADIntensity_AGP,Cytoplasm_Intensity_MinIntensityEdge_ER,Cytoplasm_RadialDistribution_FracAtD_ER_3of4,Cytoplasm_RadialDistribution_MeanFrac_AGP_3of4,Cytoplasm_RadialDistribution_MeanFrac_DNA_1of4,Cytoplasm_RadialDistribution_MeanFrac_ER_3of4,Cytoplasm_RadialDistribution_MeanFrac_Mito_3of4,Cytoplasm_RadialDistribution_RadialCV_AGP_1of4,Cytoplasm_Texture_AngularSecondMoment_AGP_5_0,Cytoplasm_Texture_AngularSecondMoment_ER_10_0,Cytoplasm_Texture_Correlation_AGP_3_0,Cytoplasm_Texture_DifferenceEntropy_Mito_10_0,Cytoplasm_Texture_DifferenceVariance_ER_10_0,Cytoplasm_Texture_DifferenceVariance_Mito_10_0,Cytoplasm_Texture_Gabor_ER_10,Cytoplasm_Texture_Gabor_Mito_10,Cytoplasm_Texture_InfoMeas1_DNA_3_0,Cytoplasm_Texture_InfoMeas2_ER_10_0,Cytoplasm_Texture_SumAverage_RNA_10_0,Cytoplasm_Texture_SumVariance_ER_10_0,Cytoplasm_Texture_SumVariance_Mito_10_0,Nuclei_AreaShape_Zernike_4_4,Nuclei_Correlation_Correlation_ER_AGP,Nuclei_Granularity_5_DNA,Nuclei_Intensity_IntegratedIntensityEdge_AGP,Nuclei_Intensity_MADIntensity_AGP,Nuclei_Intensity_MinIntensityEdge_AGP,Nuclei_Neighbors_FirstClosestDistance_1,Nuclei_RadialDistribution_RadialCV_ER_3of4,Nuclei_RadialDistribution_RadialCV_Mito_3of4,Nuclei_Texture_DifferenceEntropy_AGP_10_0,Nuclei_Texture_DifferenceEntropy_ER_10_0,Nuclei_Texture_DifferenceEntropy_Mito_10_0,Nuclei_Texture_DifferenceVariance_ER_10_0,Nuclei_Texture_DifferenceVariance_RNA_3_0,Nuclei_Texture_Gabor_RNA_5,Nuclei_Texture_InfoMeas1_AGP_3_0,Nuclei_Texture_InfoMeas1_ER_3_0,Nuclei_Texture_InverseDifferenceMoment_DNA_10_0,Nuclei_Texture_Variance_ER_10_0
0.5026852305104819,-1.1246934432851408,0.5314522883280315,-0.8475749490230822,-0.7631296550739085,-0.6703495710760713,-0.8199606765877817,-0.3798858724073949,-0.0546954948794486,-1.226797672674741,-2.156600358674831,1.7066457087306814,0.6832411526046297,-0.0084693347150793,0.8124983542603409,-0.4976616678836758,-0.6050006295035492,-0.1080971912336586,-1.3189104311677995,0.2679997660605173,0.597413669189998,0.103138434399706,-0.8948065074305448,0.470523656361917,-0.2415501888452883,-0.2130439417370295,-0.1959982907220354,-1.375061024260652,-0.5931411943336694,-1.5360941355010207,-1.38865194564045,0.4169739046680386,-0.8975909882254559,1.3714737312424257,0.4333667464084567,-0.3576750749793583,-0.176923563863576,-0.7901453572559147,1.7510239304651338,0.6189130502360338,2.187908019268028,1.7222911159512375,-0.5547763242928158,-0.6620022347132535,0.8831423866714685,-0.2488075918487282,-0.3635511158906852,-1.1621381431111764,0.4912173514080366,0.3872386849861725,-1.8367631462958536,0.0949455517680812,-0.8589712083659017,0.552858528881108,1.40284659730766,1.4178811012026662,-1.646173483516992,-4.696017765699051,-0.329028329401249,-0.2344122452352823,0.1280529599460399,0.8701545712123757
-1.1448721456178637,-2.4058592786606185,-1.5893740607589402,0.3520174505428985,-0.0571236325119164,0.8024121719728519,0.5644942227989163,0.3152713015717341,-0.8826316528780837,-1.094395528028079,-2.075369601181622,0.8301497146246398,1.217399128901587,0.5019806571856676,-2.0440657812751724,0.7550221129983447,-0.711617693345595,0.21723648788524,1.2170962866418058,2.5849809366250978,0.6316870734158457,0.2547903205267002,1.310347913249307,-0.5995420980893735,-0.0266723679418698,-0.0782855964984915,2.27696423562313,-0.5355673847992335,0.0730180142831652,1.1767141804026668,-0.6850194243388847,-2.4580005071707154,0.4203805413743872,0.5746829192830292,0.3442287832839974,-0.219954873258766,0.2614067139368335,-0.0198904114992312,1.9402211210551168,1.341690567799356,0.135671671661163,-0.4981082300810269,0.0945475860494144,0.0134971308743598,0.7338219613728021,-1.810428283494672,1.1254625358411203,-0.762623732819377,1.5483303171183744,-0.1104940249363405,0.1393987550247812,-0.6423454120008059,0.4075489824762991,1.3454895996705294,1.0026685231464525,-1.205605004423115,-2.963756983226729,-1.507378666831375,1.1655624061066032,0.5234150619668895,0.2665228867694019,1.1360275694384725
-0.4285714098337111,-1.3785118273533168,-0.7220569267956505,0.3227315721703181,0.4659757031503193,-0.9160149709695908,0.1525387404703102,1.2610802990906584,-1.2764101927716915,0.7981124883241404,-0.4674530473296878,1.3525057056819867,0.6168535742913389,0.8039101265402353,0.5127702402280326,0.2820187291864827,-0.8818869212949596,0.0460257318976844,1.6185580942543287,0.9107781202916004,-0.2667103792826764,0.3491024418270218,-0.1131421333330617,-0.5967617410014006,1.036135467805377,0.6447602221184194,1.3396098736756008,-2.48858971140354,0.0175304724011264,0.9494223104009012,-0.3676577269223572,0.5517939345057248,-0.8506678552496247,-0.6164453656687494,0.329086394434257,0.8116735911884139,-0.599794095380212,0.0495199308621108,-0.1130877728787282,0.2922704481937657,0.7082276694297734,-0.8209970001507378,0.3007198715948035,-2.6929460108210543,0.7923493045245418,-0.5710670676657759,0.8963093210660661,-0.5852472048385581,-0.594774176371559,0.5267983944548027,1.609905772897601,0.8113085797406416,1.4760767433457114,-0.0044765139100619,3.470666877815976,1.965700326286964,-1.035941132985332,-1.9226453450972485,-0.8578479860810869,-2.1810650049393128,0.6217786404250738,0.7106285930226166
0.6449663279177683,-0.7744255964427583,0.1160057907522091,1.052495035607968,-1.1767120037769796,0.2997469332498254,-1.390312718289522,-0.3437754692775051,-0.1281002209329404,-0.254190585314883,-0.5416962730594084,1.272660539300258,1.7340045529145691,0.2753406491434844,1.2998874246731873,0.9845797441959356,-0.144057256720514,0.7836040732564786,-0.6194992525390772,-0.5278585312844889,-0.1155304822354709,0.2187617843039792,0.9668803714815748,-0.7176719226487839,-0.0240440053287079,0.954261746188142,-0.7358732541951776,0.3654200740233433,-0.2703828085498221,0.0473553825795534,1.3843397376349456,0.3502011061697727,-0.221549857963495,0.8770910176704412,0.2390411807837464,-1.9181623696433003,1.2953401692174622,-0.3792769162721072,1.1894226722876902,1.6055023636282566,-0.0009824656423614,1.669658841274794,1.5468313115870893,0.3628783920026757,1.4526001671690696,0.3563255460626551,0.5982616934520845,-0.82131745763908,-0.2981824689476668,-0.8041689885650127,0.674855059551744,-0.4248503580771942,-1.1645257889530043,0.4482185364731261,-0.0324848275119034,0.5817668369727617,-0.8886955364096658,-2.76226082174873,-1.1603466954595352,-0.4373846059055692,-1.270964894609372,3.2170337045039235
-0.1624342099147989,1.899807915876894,0.2881131517731673,0.0442709284230894,-1.3287802942330238,0.9194780537864038,0.0268172207625879,-0.1960842465597956,1.5448751521345625,0.2201792948362107,-1.3642118228779905,0.738923495943877,1.3539021205003912,-0.0445861392323859,1.0302453351325245,0.3613454403124295,-1.2103350295379642,-0.1663793720557107,0.8328304767519337,0.073823284446567,-0.5796467989749986,0.189829943386406,1.1947452962289395,-2.480931671424176,-1.0277761168891344,-0.0285501646312981,-0.5430648559123022,-0.8627441514766231,-0.8665780200574744,-0.0156252938866526,1.4703725248437336,-0.5797681636081037,-1.0194953109672378,1.348671873501561,0.0823700796371291,-0.9402695787757313,1.131493262893786,0.4979326938798902,1.8735291053118388,0.6669748356254058,0.4465139596479498,1.4944334530541967,1.9434266578700103,0.228579054138523,0.5105194288762125,-1.137405754496818,0.7885273570068649,1.2387009369393898,-0.3563157828522143,-0.9879056819800752,0.725023046532169,-0.0149540583944123,-0.8587520198033735,1.298369789408109,0.2556503110816824,-0.8981635319742259,-0.4081559005280543,-0.1628809703971565,0.1279120323800265,-1.9381630081504684,-2.799109579328077,-0.3224430070914414
0.3736139814406493,-0.6082656587832598,0.4213428095403,-0.1752524308082435,-0.591991846641397,-0.3917252729576319,-1.7716678325126771,0.5892387608468663,-0.4364188043614303,-1.0734133187205417,-1.2078118828722286,0.0564458505678125,0.6223816895543337,0.283099136739339,-2.7987149169132,0.2205773075952404,-0.004294021687854,-1.4361760763413427,0.0467000360230104,0.3198146564086832,-0.2349952459830599,-1.0789782289822154,0.2851830168980834,-1.817891388152526,-0.0681381381368625,-1.3461498467393684,1.7252542179970858,-0.2042803236641808,-0.7563771591118322,0.667725301533459,1.1309308657440105,1.2154269568294702,-1.6154214284580029,0.4841360525823328,1.2850322399948813,0.4323277555473279,0.2619735014249518,0.2884975811992815,0.2427973934890162,1.052071601803804,1.908886837240157,-0.4693611638741519,-0.1197610974007743,0.8931215945487623,-2.009476063406441,-1.5304385792705504,-0.7111277533216976,-0.7277640189492708,0.5864218104134966,0.2337126702697212,-0.7934129748221279,1.0069435002357985,-0.1738316557523717,-0.0825528110665329,1.8834562240965576,-0.4649853214433647,-1.5997137065535978,-1.5535176445635712,0.7199661844276286,0.2332808945928745,0.9972130136931612,1.3939993674007196
-1.687653568577126,-0.8040214971320209,0.0461281756517125,-0.8827669250018835,-0.1409960637481354,-0.5026253371699028,-0.0108038445693234,-0.846477207260919,0.849116951329062,-1.4485705190076144,-0.7103319981178642,0.5853937505184015,0.4445431879420471,1.0760929120136242,-0.7908901593689753,0.4222759580876463,-0.7264915259803506,-1.6923104244647282,-1.5238723747750438,-0.3809275762033016,-0.5006801363567479,-1.6053106632971366,0.0807392916046422,-1.4147000440338025,0.7128957654589095,-1.269782017737218,1.1841223176327298,1.1326127131184895,-0.9319016939097512,2.858597196935427,0.7485893197851764,0.3449888169272332,-1.3166987356127158,0.789294041594961,1.626738450289497,0.3721504269605264,0.5099977262580171,0.6013659259264359,0.7185831208499406,0.5930309912732363,0.3972925718592538,-1.8164620092047885,1.1607358383731254,0.7643107583378268,-0.7490436007587002,-0.1922932858638646,-1.4578395185394852,-0.2278926225921617,0.3589914506503459,1.2905693500076898,0.5870055065693338,1.5526868306362842,-0.4449796357358115,1.219890082469091,0.8260084985656148,-2.1626913743660827,-0.7082125063735691,-0.0921119016112782,-0.3284528558960145,0.4527541028860192,1.1870736471461685,0.5514605353706927
-1.1560183339346548,-1.2373401820646113,0.2794727037621793,1.3575632312745056,-1.6129069072676674,0.4274737021593606,-3.1605678618012205,1.5086249073255436,0.8617308099145641,-0.8156958841360391,-0.4126115575001676,1.4431316421819622,-0.6279146467028713,-0.8196633373017446,-0.4122149639488481,2.0732239353709967,0.0183678774853164,-1.685662715832959,0.4343583376963478,-0.3287821563757486,-0.7662274428588456,-1.7705438079530729,0.0287736835750474,-2.238156844160609,-0.6396821082200257,0.1668807888944165,2.657840929135798,-0.4503766464813118,-0.3003489318011723,1.8440746170155973,-0.4583536505651089,1.1210305227160826,-1.2723951205348736,-0.2607843037700846,-1.36413720656594,-1.4954491162579282,-0.2756739830842531,0.0181406367103462,1.6539291904798483,0.1958597235602956,-0.8548178075689848,0.6307329604757743,1.7912868277209797,0.2321551203285047,0.2969413213577843,-2.412948184501009,0.7819928607898843,0.1201639741207011,-1.965787606093946,0.0105093495046758,-0.5680514839232799,0.2121001325346884,-2.119248902938895,-1.57439333130243,0.6406770029394451,-1.1076873631383464,-1.1310278195998849,-0.376762055245549,0.1827985051563806,-0.4247863754728119,0.1958418964355347,0.3890551045520038
0.3980605997232604,-0.0846269518022979,-1.5955820113680486,-1.7216466581731067,1.6848318210171338,-0.2187847015308681,-0.5445922034019238,0.0669301750149852,-1.5348058989491742,-0.6908760680999848,-0.5612899662724635,-0.9678733516099284,-1.8942545742581016,-0.8403159838564431,-0.5779902089291602,0.731063742792277,0.1185330437957347,1.1360175200700384,0.3302076591812054,-0.2329456814992246,-0.6805368023726572,-0.7996091510497667,-0.5229418734377328,-1.0053808349152211,0.0994663424034792,0.6286210102289258,0.4170185232849606,0.7344680263438196,-1.1801056136585777,0.5827120720076795,0.7061800877395181,-1.7905887881628089,-0.9758642005986576,-0.1227104890873175,0.2219259427195272,0.6776331625803604,-0.1150614771977306,-0.4097413488720542,1.7812271778971944,-0.8634836943631325,1.511478470818259,-0.0701528375487565,-0.6817378939791234,2.5240976975162104,-0.8908117976117953,0.0059783831374779,0.6102620825118082,0.9470936007765796,-0.3670708062630592,1.1728132305500492,-0.7111154781539933,-1.554030919845515,0.2321825649522875,0.9427751609017748,-1.8900001991709632,0.7118089221250883,-1.0069578603647344,-0.3337524420422582,0.0824146610103314,1.3735700112404303,1.1105877581907453,-0.7193676359420884
-0.1755767660245091,-0.0806230855702597,0.1655067202799875,0.1971072538853778,-1.3496263381119178,-1.094036264685219,1.032443539455389,-0.3060734367909772,1.0224543863384383,0.1393122632278994,0.2684424746303566,0.8514988673895778,0.8566341412408285,-0.7330456829929642,-1.9224808858051492,-0.917749739467982,0.0849144042230773,1.6822669589560073,0.8562065118220861,-0.2945414132295617,1.3942593622870902,0.2546275709701973,0.4203960160715948,-0.0626522304337214,0.0923392631138422,-0.0769440714206155,-0.8417624822727245,-0.964913851637872,-0.4253030492840722,-0.4842279041607351,-0.6524644229074019,0.6444144977779588,-2.2850735536359688,0.2289110587441252,0.4483404819765751,0.7825248305749588,0.1215229370483748,-0.7068896840975563,1.797632282323662,0.4042411560815433,-0.807765154218256,-0.1663511536174949,1.0323909267476332,-0.4359638300344538,0.2467650459314828,-0.3034995137168755,0.3058604285814096,-0.9882811092384938,-0.2034032808288433,2.274127518213549,-0.211780410114979,-1.816329600914144,-0.9921139506899106,1.977681049078012,2.763250001596661,1.9511974071584768,-0.5797218428958777,0.4140024584558001,-0.5299362862389476,-1.3548665779905378,2.0304389086654706,-0.0262927339028895
